Battery_Percent,Time_Remaining,Battery_Condition,Maximum_Capacity,Process_Count,Cycle_Count,Charging,Low_Power_Mode,Process_Power,Process_State,CPU_Usage,CPU_User,CPU_System,CPU_Idle,Total_Memory,Used_Memory,Cached_Memory,Available_Memory,old_CPU_Power,old_CPU_Frequency,old_CPU_Residency,old_CPU_idle,GPU_Power,Avg_GPU_Frequency,Avg_GPU_Residency,Avg_GPU_idle
69,316,Normal,100,631,15,0,0,123.4,1,14.85,9.6,5.25,85.15,24,11.4,7.71,12.6,1780.0,4010.0,6.82,93.18,248.0,338.0,33.12,66.88
69,316,Normal,100,628,15,0,0,132.3,2,10.97,8.0,2.97,89.03,24,11.23,7.66,12.77,1433.0,4349.0,4.22,95.78,14.0,338.0,3.02,96.98
69,316,Normal,100,628,15,0,0,148.9,2,13.87,9.32,4.54,86.13,24,11.22,7.63,12.78,2161.0,4021.0,7.05,92.95,75.0,338.0,10.17,89.83
68,306,Normal,100,627,15,0,0,49.8,1,8.12,5.65,2.47,91.88,24,10.96,7.52,13.04,1498.0,4099.0,4.42,95.58,14.0,338.0,2.16,97.84
68,306,Normal,100,627,15,0,0,72.9,1,26.1,19.51,6.59,73.9,24,10.98,7.65,13.02,3637.0,4229.0,14.39,85.61,100.0,340.0,15.84,84.16
68,316,Normal,100,631,15,0,0,104.3,3,17.18,11.03,6.15,82.82,24,11.12,7.6,12.88,1208.0,2797.0,5.42,94.58,241.0,338.0,31.44,68.56
68,316,Normal,100,628,15,0,0,139.1,2,18.65,11.62,7.03,81.35,24,10.82,7.49,13.18,2806.0,3545.0,13.66,86.34,588.0,339.0,58.21,41.79
68,316,Normal,100,630,15,0,0,121.0,1,19.15,12.34,6.81,80.85,24,10.88,7.49,13.12,2021.0,3401.0,8.8,91.2,344.0,356.0,45.34,54.66
68,306,Normal,100,628,15,0,0,120.7,3,17.09,11.6,5.5,82.91,24,10.85,7.46,13.15,2809.0,3559.0,17.91,82.09,343.0,346.0,42.77,57.23
68,306,Normal,100,630,15,0,0,155.7,2,20.37,13.42,6.96,79.63,24,11.16,7.64,12.84,1122.0,2965.0,6.22,93.78,65.0,342.0,8.6,91.4
67,356,Normal,100,629,15,0,0,81.1,3,17.1,12.18,4.92,82.9,24,11.65,7.86,12.35,3621.0,3921.0,17.61,82.39,323.0,359.0,39.03,60.97
67,356,Normal,100,632,15,0,0,146.6,1,14.69,10.54,4.15,85.31,24,11.75,7.93,12.25,3320.0,4194.0,11.11,88.89,73.0,359.0,11.24,88.76
67,356,Normal,100,632,15,0,0,116.9,3,17.94,12.45,5.49,82.06,24,11.59,7.92,12.41,2928.0,4070.0,13.62,86.38,109.0,338.0,15.84,84.16
66,416,Normal,100,649,15,0,0,101.6,1,15.45,11.1,4.35,84.55,24,13.54,9.39,10.46,2083.0,3915.0,7.75,92.25,126.0,341.0,16.81,83.19
65,406,Normal,100,651,15,0,0,95.1,1,13.74,9.61,4.14,86.26,24,13.43,9.38,10.57,3927.0,4353.0,16.06,83.94,233.0,338.0,29.32,70.68
65,406,Normal,100,655,15,0,0,133.5,3,27.62,16.32,11.3,72.38,24,13.88,9.53,10.12,5144.0,4436.0,19.6,80.4,164.0,346.0,18.09,81.91
65,406,Normal,100,656,15,0,0,92.9,6,30.36,23.3,7.05,69.64,24,13.64,9.57,10.36,4355.0,4219.0,14.07,85.93,144.0,338.0,14.94,85.06
65,406,Normal,100,653,15,0,0,112.0,2,15.66,10.62,5.04,84.34,24,13.6,9.43,10.4,1410.0,3129.0,4.52,95.48,154.0,434.0,17.39,82.61
65,396,Normal,100,653,15,0,0,75.3,1,9.88,6.71,3.17,90.12,24,13.66,9.5,10.34,1112.0,3684.0,3.73,96.27,18.0,346.0,2.66,97.34
65,396,Normal,100,653,15,0,0,118.6,1,14.37,8.92,5.45,85.63,24,13.75,9.54,10.25,1634.0,4119.0,4.91,95.09,43.0,355.0,5.5,94.5
65,396,Normal,100,653,15,0,0,103.5,1,12.67,8.22,4.45,87.33,24,13.73,9.51,10.27,1435.0,3521.0,4.31,95.69,134.0,389.0,16.61,83.39
65,406,Normal,100,646,15,0,0,70.1,1,9.12,6.21,2.9,90.88,24,13.58,9.61,10.42,851.0,3940.0,2.46,97.54,2.0,338.0,0.65,99.35
65,406,Normal,100,649,15,0,0,77.9,2,14.79,10.05,4.74,85.21,24,13.82,9.53,10.18,1904.0,3353.0,8.73,91.27,148.0,343.0,21.3,78.7
65,406,Normal,100,650,15,0,0,88.0,1,15.52,10.09,5.43,84.48,24,13.84,9.59,10.16,1619.0,3103.0,8.37,91.63,182.0,338.0,24.35,75.65
64,406,Normal,100,651,15,0,0,66.6,1,11.79,7.95,3.84,88.21,24,13.84,9.67,10.16,1301.0,3057.0,5.6,94.4,30.0,338.0,6.65,93.35
64,416,Normal,100,650,15,0,0,58.6,2,8.95,5.81,3.14,91.05,24,13.82,9.76,10.18,1211.0,3722.0,4.14,95.86,24.0,338.0,4.75,95.25
64,406,Normal,100,650,15,0,0,67.4,2,9.35,5.97,3.37,90.65,24,13.85,9.67,10.15,1630.0,3813.0,5.57,94.43,12.0,338.0,3.13,96.87
63,376,Normal,100,15,0,0,660,57.5,2,9.09,4.7,4.4,90.91,24,13.63,9.84,10.37,1104.0,3645.0,2.91,97.09,53.0,349.0,6.2,93.8
63,376,Normal,100,15,0,0,654,54.7,1,8.37,5.7,2.67,91.63,24,13.69,9.86,10.31,633.0,2403.0,1.46,98.54,99.0,338.0,20.45,79.55
63,384,Normal,100,15,0,0,645,74.7,1,12.11,7.31,4.8,87.89,24,13.61,9.8,10.39,2999.0,4190.0,12.87,87.13,276.0,359.0,26.75,73.25
63,384,Normal,100,15,0,0,647,102.4,2,7.24,3.86,3.39,92.76,24,13.61,9.81,10.39,663.0,3879.0,2.76,97.24,55.0,359.0,5.05,94.95
63,374,Normal,100,15.0,0,0,647,74.0,2,4.9,2.33,2.57,95.1,24,13.6,9.92,10.4,284.0,3843.0,0.68,99.32,34.0,338.0,3.9,96.1
63,374,Normal,100,15.0,0,0,646,60.9,1,5.46,2.83,2.63,94.54,24,13.62,9.84,10.38,492.0,3640.0,1.05,98.95,33.0,372.0,4.47,95.53
63,374,Normal,100,15.0,0,0,647,98.1,1,5.46,2.83,2.63,94.54,24,13.62,9.84,10.38,1408.0,4160.0,5.69,94.31,107.0,338.0,11.13,88.87
62,374,Normal,100,15.0,0,0,648,45.3,1,4.9,2.65,2.25,95.1,24,13.52,9.79,10.48,579.0,3297.0,2.54,97.46,42.0,338.0,5.71,94.29
62,365,Normal,100,15.0,0,0,649,71.5,1,7.37,4.87,2.5,92.63,24,13.73,10.0,10.27,412.0,3910.0,0.41,99.59,59.0,412.0,4.98,95.02
62,365,Normal,100,15,0,0,650,70.9,2,11.11,7.57,3.54,88.89,24,13.76,9.92,10.24,797.0,3296.0,1.79,98.21,282.0,466.0,19.36,80.64
62,365,Normal,100,15,0,0,650,70.7,2,6.7,4.32,2.38,93.3,24,13.72,9.92,10.28,1021.0,3498.0,4.29,95.71,191.0,378.0,17.27,82.73
62,345,Normal,100,15,0,0,639,58.7,1,25.29,18.62,6.67,74.71,24,13.17,9.64,10.83,6006.0,4384.0,24.86,75.14,259.0,412.0,19.94,80.06
61,335,Normal,100,15,0,0,642,79.8,2,10.88,7.81,3.07,89.12,24,13.25,9.65,10.75,840.0,3688.0,1.9,98.1,111.0,413.0,9.0,91.0
61,345,Normal,100,15,0,0,660,71.5,2,10.31,6.94,3.37,89.69,24,14.69,10.19,9.31,828.0,3476.0,1.99,98.01,113.0,430.0,9.14,90.86
61,345,Normal,100,15,0,0,662,82.2,2,14.72,11.43,3.29,85.28,24,14.61,10.17,9.39,419.0,3294.0,1.33,98.67,95.0,417.0,9.23,90.77
67,-1,Normal,100,15,0,0,706,114.8,2,18.07,13.89,4.18,81.93,24,15.47,10.16,8.53,632.0,2929.0,2.01,97.99,88.0,385.0,7.96,92.04
67,-1,Normal,100,15,0,0,708,91.4,1,4.39,2.71,1.68,95.61,24,15.32,10.19,8.68,383.0,3442.0,1.34,98.66,25.0,338.0,2.84,97.16
67,-1,Normal,100,15,0,0,707,92.5,2,9.8,6.69,3.11,90.2,24,15.34,10.2,8.66,2169.0,3963.0,8.84,91.16,172.0,367.0,15.52,84.48
67,-1,Normal,100,15,0,0,704,36.9,1,4.78,2.41,2.37,95.22,24,15.32,10.3,8.68,259.0,4242.0,0.41,99.59,8.0,338.0,1.39,98.61
67,-1,Normal,100,15,0,0,707,79.2,1,5.11,3.2,1.91,94.89,24,15.38,10.29,8.62,330.0,3247.0,1.23,98.77,19.0,338.0,2.29,97.71
67,469,Normal,100,15,0,0,704,44.3,1,3.81,2.12,1.7,96.19,24,15.3,10.19,8.7,111.0,2379.0,0.04,99.96,5.0,338.0,1.04,98.96
67,459,Normal,100,15,0,0,707,64.7,1,6.48,4.32,2.16,93.52,24,15.4,10.23,8.6,462.0,2682.0,2.52,97.48,102.0,340.0,12.1,87.9
67,459,Normal,100,15,0,0,709,37.1,1,4.01,2.92,1.09,95.99,24,13.9,9.48,10.1,342.0,2886.0,0.85,99.15,47.0,495.0,4.11,95.89
67,459,Normal,100,15,0,0,691,43.8,1,5.44,3.53,1.91,94.56,24,13.9,9.47,10.1,2070.0,4398.0,8.23,91.77,141.0,338.0,14.67,85.33
67,497,Good,100,15,0,0,691,84.4,1,11.31,7.86,3.45,88.69,24,13.74,9.44,10.26,213.0,3488.0,0.26,99.74,38.0,338.0,4.98,95.02
67,497,Good,100,15,0,0,691,35.5,2,14.76,11.06,3.7,85.24,24,13.75,9.46,10.25,557.0,4231.0,2.16,97.84,42.0,338.0,4.08,95.92
67,519,Good,100,15,0,0,689,34.9,1,8.7,6.24,2.46,91.3,24,13.77,9.49,10.23,35.0,1600.0,0.03,99.97,0.0,0.0,0.0,100.0
67,529,Good,100,15,0,0,689,38.6,1,4.46,2.54,1.92,95.54,24,13.9,9.46,10.1,24.0,1308.0,0.0,100.0,0.0,0.0,0.0,100.0
67,529,Good,100,15,0,0,690,84.3,1,9.09,6.84,2.25,90.91,24,13.75,9.45,10.25,2547.0,4137.0,10.77,89.23,116.0,338.0,12.18,87.82
67,529,Good,100,15,0,0,694,84.2,3,9.09,6.84,2.25,90.91,24,13.75,9.45,10.25,44.0,4564.0,0.06,99.94,2.0,338.0,1.99,98.01
67,579,Good,100,15,0,0,693,85.9,2,4.68,3.27,1.41,95.32,24,13.83,9.58,10.17,1116.0,4326.0,3.77,96.23,108.0,338.0,11.45,88.55
67,579,Good,100,15,0,0,726,41.2,1,12.78,9.52,3.26,87.22,24,13.82,9.59,10.18,1482.0,4055.0,5.34,94.66,111.0,338.0,11.97,88.03
67,579,Good,100,15,0,0,727,107.4,1,12.78,9.52,3.26,87.22,24,13.82,9.59,10.18,2752.0,4097.0,12.6,87.4,404.0,357.0,36.69,63.31
80,-1,Good,100,15,0,0,737,91.2,1,16.31,11.68,4.63,83.69,24,16.19,10.19,7.81,1451.0,3361.0,3.51,96.49,34.0,354.0,6.92,93.08
80,-1,Good,100,15,0,0,739,155.3,2,16.31,11.68,4.63,83.69,24,16.19,10.19,7.81,1129.0,3928.0,3.55,96.45,26.0,338.0,7.21,92.79
80,-1,Good,100,15,0,0,740,78.0,2,16.31,11.68,4.63,83.69,24,16.19,10.19,7.81,2655.0,4147.0,9.71,90.29,31.0,338.0,6.82,93.18
80,-1,Good,100,15,0,0,740,52.9,2,16.31,11.68,4.63,83.69,24,16.19,10.19,7.81,656.0,2554.0,2.01,97.99,38.0,338.0,8.23,91.77
80,-1,Good,100,15,0,0,737,65.9,1,16.31,11.68,4.63,83.69,24,16.19,10.19,7.81,1190.0,3946.0,5.1,94.9,28.0,338.0,5.23,94.77
80,-1,Good,100,15,0,0,723,163.8,1,16.31,11.68,4.63,83.69,24,16.19,10.19,7.81,1598.0,3223.0,7.55,92.45,147.0,338.0,22.05,77.95
80,-1,Good,100,15,0,0,737,58.9,2,16.31,11.68,4.63,83.69,24,16.19,10.19,7.81,331.0,3142.0,1.39,98.61,28.0,338.0,4.68,95.32
75,659,Good,100,15,0,0,735,74.4,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,396.0,2809.0,1.29,98.71,21.0,338.0,7.47,92.53
75,659,Good,100,15,0,0,728,71.8,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,656.0,4297.0,2.2,97.8,28.0,338.0,6.11,93.89
75,659,Good,100,15,0,0,728,66.4,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,1640.0,4140.0,6.25,93.75,61.0,338.0,9.59,90.41
75,659,Good,100,15,0,0,727,111.6,3,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,1372.0,3458.0,7.06,92.94,70.0,338.0,16.62,83.38
75,659,Good,100,15,0,0,727,42.8,2,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,4864.0,4459.0,19.55,80.45,59.0,352.0,10.6,89.4
75,659,Good,100,15,0,0,728,97.4,3,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,655.0,2806.0,4.35,95.65,83.0,338.0,19.31,80.69
75,659,Good,100,15,0,0,728,47.0,2,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,681.0,2892.0,4.03,95.97,52.0,338.0,10.96,89.04
75,659,Good,100,15,0,0,727,78.3,2,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,862.0,2816.0,4.92,95.08,17.0,338.0,4.21,95.79
75,659,Good,100,15,0,0,729,114.8,2,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,5769.0,4446.0,22.55,77.45,93.0,338.0,13.59,86.41
75,659,Good,100,15,0,0,732,99.4,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,5970.0,4461.0,22.93,77.07,59.0,338.0,9.57,90.43
75,659,Good,100,15,0,0,732,40.7,2,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,708.0,2850.0,4.53,95.47,40.0,339.0,9.34,90.66
75,659,Good,100,15,0,0,729,154.7,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,4846.0,4484.0,21.01,78.99,48.0,338.0,8.36,91.64
75,659,Good,100,15,0,0,732,86.2,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,1153.0,4381.0,3.75,96.25,9.0,338.0,3.47,96.53
75,659,Good,100,15,0,0,728,144.1,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,650.0,3013.0,3.36,96.64,17.0,338.0,4.54,95.46
75,659,Good,100,15,0,0,729,64.6,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,864.0,2985.0,4.07,95.93,54.0,338.0,12.23,87.77
75,659,Good,100,15,0,0,729,58.3,2,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,655.0,2593.0,3.03,96.97,52.0,338.0,13.82,86.18
75,659,Good,100,15,0,0,726,61.0,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,2973.0,4089.0,10.88,89.12,42.0,338.0,7.45,92.55
75,659,Good,100,15,0,0,728,72.2,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,546.0,2873.0,3.58,96.42,42.0,338.0,14.26,85.74
75,659,Good,100,15,0,0,728,39.6,1,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,410.0,3066.0,1.73,98.27,41.0,338.0,5.6,94.4
75,659,Good,100,15,0,0,726,116.5,3,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,483.0,2251.0,3.34,96.66,89.0,351.0,12.06,87.94
75,659,Good,100,15,0,0,734,115.6,2,12.02,9.05,2.96,87.98,24,16.0,10.04,8.0,936.0,3035.0,5.94,94.06,80.0,338.0,19.63,80.37
73,659,Good,100,15,0,0,769,136.9,2,16.74,12.21,4.53,83.26,24,16.5,10.03,7.5,4019.0,4226.0,16.2,83.8,151.0,347.0,17.87,82.13
73,659,Good,100,15,0,0,770,128.2,2,16.74,12.21,4.53,83.26,24,16.5,10.03,7.5,854.0,3338.0,3.17,96.83,154.0,339.0,18.11,81.89
73,659,Good,100,15,0,0,772,61.8,1,16.74,12.21,4.53,83.26,24,16.5,10.03,7.5,381.0,2650.0,2.32,97.68,36.0,338.0,6.43,93.57
71,639,Good,100,15,0,0,768,103.1,1,13.77,7.84,5.93,86.23,24,16.46,9.77,7.54,2541.0,4131.0,9.85,90.15,193.0,338.0,19.18,80.82
71,639,Good,100,15,0,0,769,31.4,2,13.77,7.84,5.93,86.23,24,16.46,9.77,7.54,806.0,2905.0,3.74,96.26,102.0,388.0,12.19,87.81
71,639,Good,100,15,0,0,746,83.4,3,13.77,7.84,5.93,86.23,24,16.46,9.77,7.54,596.0,4079.0,2.03,97.97,63.0,470.0,4.38,95.62
66,544,Good,100,15,0,0,736,18.4,1,1.83,1.06,0.77,98.17,24,9.77,7.33,14.23,42.0,4594.0,0.06,99.94,0.0,0.0,0.0,100.0
66,554,Good,100,15,0,0,740,40.0,1,7.98,5.83,2.15,92.02,24,9.89,7.33,14.11,1006.0,2736.0,9.29,90.71,341.0,346.0,40.77,59.23
66,554,Good,100,15,0,0,739,62.9,1,7.98,5.83,2.15,92.02,24,9.89,7.33,14.11,530.0,2252.0,4.72,95.28,288.0,347.0,33.03,66.97
66,544,Good,100,15,0,0,732,39.1,1,4.16,2.13,2.03,95.84,24,9.88,7.43,14.12,135.0,2024.0,0.28,99.72,60.0,370.0,6.0,94.0
66,554,Good,100,15,0,0,741,51.6,1,5.08,3.24,1.84,94.92,24,10.06,7.44,13.94,330.0,3345.0,0.71,99.29,32.0,363.0,5.15,94.85
65,544,Good,100,15,0,0,738,71.8,1,12.26,8.94,3.32,87.74,24,10.1,7.46,13.9,7329.0,4518.0,27.92,72.08,28.0,338.0,4.92,95.08
65,544,Good,100,15,0,0,741,74.0,1,12.26,8.94,3.32,87.74,24,10.1,7.46,13.9,1138.0,4173.0,4.31,95.69,5.0,338.0,1.19,98.81
65,554,Good,100,15,0,0,737,48.1,2,6.07,4.1,1.97,93.93,24,10.11,7.46,13.89,929.0,2800.0,6.01,93.99,104.0,360.0,13.75,86.25
65,554,Good,100,15,0,0,738,21.7,1,7.18,4.92,2.26,92.82,24,10.08,7.47,13.92,2345.0,4045.0,9.02,90.98,44.0,338.0,7.15,92.85
65,554,Good,100,15,0,0,738,55.2,2,7.18,4.92,2.26,92.82,24,10.08,7.47,13.92,1539.0,3796.0,5.46,94.54,63.0,338.0,7.66,92.34
65,554,Good,100,15,0,0,738,90.9,1,7.18,4.92,2.26,92.82,24,10.08,7.47,13.92,2873.0,4279.0,10.37,89.63,49.0,338.0,7.96,92.04
65,554,Good,100,15,0,0,738,65.7,2,7.18,4.92,2.26,92.82,24,10.08,7.47,13.92,990.0,4211.0,2.43,97.57,59.0,338.0,12.08,87.92
65,544,Good,100,15,0,0,739,48.6,1,5.04,3.44,1.6,94.96,24,10.18,7.47,13.82,1941.0,4219.0,8.29,91.71,38.0,351.0,6.08,93.92
65,544,Good,100,15,0,0,739,101.8,1,5.04,3.44,1.6,94.96,24,10.18,7.47,13.82,583.0,3367.0,1.62,98.38,42.0,338.0,6.91,93.09
65,544,Good,100,15,0,0,739,79.7,1,5.04,3.44,1.6,94.96,24,10.18,7.47,13.82,1241.0,3090.0,9.98,90.02,141.0,339.0,17.42,82.58
65,544,Good,100,15,0,0,739,82.8,2,5.04,3.44,1.6,94.96,24,10.18,7.47,13.82,432.0,3645.0,1.5,98.5,25.0,340.0,3.1,96.9
65,544,Good,100,15,0,0,739,47.7,1,5.04,3.44,1.6,94.96,24,10.18,7.47,13.82,1146.0,2596.0,8.12,91.88,200.0,338.0,23.55,76.45
65,534,Good,100,15,0,0,739,72.5,1,7.99,5.54,2.45,92.01,24,10.09,7.48,13.91,733.0,2427.0,5.52,94.48,167.0,338.0,20.9,79.1
65,524,Good,100,15,0,0,738,50.2,1,14.44,8.98,5.47,85.56,24,10.26,7.48,13.74,919.0,2732.0,6.72,93.28,317.0,341.0,35.28,64.72
64,514,Good,100,15,0,0,738,132.0,2,11.23,7.31,3.91,88.77,24,10.09,7.48,13.91,1108.0,3870.0,6.14,93.86,63.0,338.0,6.34,93.66
64,514,Good,100,15,0,0,738,55.8,3,14.71,10.28,4.44,85.29,24,10.13,7.48,13.87,590.0,2775.0,2.8,97.2,133.0,339.0,14.27,85.73
64,514,Good,100,15,0,0,736,122.7,2,14.71,10.28,4.44,85.29,24,10.13,7.48,13.87,1530.0,3383.0,5.93,94.07,132.0,359.0,14.42,85.58
64,514,Good,100,15,0,0,736,108.3,1,14.97,10.88,4.1,85.03,24,10.2,7.48,13.8,666.0,3405.0,2.16,97.84,53.0,358.0,5.81,94.19
64,504,Good,100,15,0,0,737,133.9,2,12.96,10.74,2.21,87.04,24,10.24,7.48,13.76,549.0,2429.0,3.53,96.47,129.0,338.0,14.76,85.24
64,504,Good,100,15,0,0,741,90.1,1,9.82,6.88,2.94,90.18,24,10.47,7.49,13.53,1033.0,2698.0,6.79,93.21,386.0,473.0,27.22,72.78
64,494,Good,100,15,0,0,738,120.3,2,10.58,7.03,3.55,89.42,24,10.45,7.5,13.55,762.0,2902.0,4.07,95.93,188.0,370.0,18.39,81.61
64,484,Good,100,15,0,0,738,54.9,2,8.87,6.44,2.43,91.13,24,10.37,7.5,13.63,1094.0,3031.0,6.45,93.55,132.0,338.0,16.37,83.63
64,484,Good,100,15,0,0,738,120.4,4,8.87,6.44,2.43,91.13,24,10.37,7.5,13.63,93.0,2654.0,0.18,99.82,2.0,338.0,0.54,99.46
64,484,Good,100,15,0,0,738,59.6,1,11.66,8.15,3.51,88.34,24,10.4,7.5,13.6,623.0,2466.0,4.19,95.81,155.0,338.0,17.87,82.13
64,479,Good,100,15,0,0,738,82.8,2,2.74,1.71,1.03,97.26,24,10.41,7.5,13.59,818.0,2377.0,6.84,93.16,223.0,338.0,25.21,74.79
64,479,Good,100,15,0,0,738,78.0,1,5.19,3.43,1.76,94.81,24,10.43,7.5,13.57,115.0,3906.0,0.09,99.91,10.0,338.0,1.46,98.54
63,469,Good,100,15,0,0,738,55.0,1,11.03,7.53,3.5,88.97,24,10.41,7.5,13.59,1284.0,3215.0,2.5,97.5,556.0,624.0,24.64,75.36
63,0,Good,100,15,0,0,751,284.1,3,8.99,5.28,3.71,91.01,24,11.07,7.6,12.93,1086.0,2459.0,0.13,99.87,104.0,338.0,8.0,92.0
63,0,Good,100,15,1,0,746,19.6,1,0.63,0.37,0.26,99.37,24,11.17,7.89,12.83,142.0,2406.0,0.12,99.88,2.0,338.0,1.89,98.11
80,0,Good,100,15,0,0,755,10.9,1,8.05,5.34,2.71,91.95,24,11.18,7.9,12.82,28.0,1308.0,0.0,100.0,0.0,0.0,0.0,100.0
80,0,Good,100,15,0,0,745,160.1,3,14.1,10.32,3.79,85.9,24,11.68,8.08,12.32,839.0,3507.0,2.06,97.94,314.0,341.0,36.6,63.4
80,0,Good,100,15,0,0,753,49.8,1,7.34,4.42,2.92,92.66,24,11.63,8.13,12.37,470.0,2033.0,5.39,94.61,189.0,338.0,23.5,76.5
80,0,Good,100,15,0,0,744,34.4,1,12.32,8.45,3.87,87.68,24,11.72,8.11,12.28,192.0,2547.0,0.44,99.56,10.0,338.0,1.96,98.04
80,0,Good,100,15,0,0,744,43.9,1,5.61,4.03,1.58,94.39,24,11.78,8.11,12.22,809.0,2678.0,5.76,94.24,138.0,338.0,17.01,82.99
80,0,Good,100,15,0,0,744,77.2,1,12.44,8.8,3.64,87.56,24,11.83,8.11,12.17,476.0,3633.0,1.67,98.33,36.0,363.0,3.85,96.15
80,0,Good,100,15,0,0,746,53.3,1,5.33,3.25,2.07,94.67,24,11.85,8.12,12.15,557.0,4107.0,1.85,98.15,25.0,338.0,2.81,97.19
80,0,Good,100,15,0,0,745,50.9,1,11.8,8.46,3.34,88.2,24,11.84,8.12,12.16,878.0,2994.0,4.75,95.25,103.0,338.0,12.58,87.42
80,0,Good,100,15,0,0,744,63.2,1,6.13,3.87,2.25,93.87,24,11.8,8.12,12.2,252.0,2261.0,1.87,98.13,35.0,338.0,5.33,94.67
80,0,Good,100,15,0,0,744,53.0,1,10.7,7.84,2.87,89.3,24,11.79,8.12,12.21,79.0,2737.0,0.01,99.99,1.0,338.0,0.25,99.75
80,0,Good,100,15,0,0,738,76.0,1,6.05,3.81,2.24,93.95,24,11.73,8.12,12.27,797.0,4124.0,2.88,97.12,98.0,338.0,10.79,89.21
80,0,Good,100,15,0,0,744,92.1,1,2.59,1.5,1.09,97.41,24,11.78,8.12,12.22,71.0,1461.0,0.0,100.0,2.0,338.0,0.34,99.66
80,0,Good,100,15,0,0,744,87.8,1,6.66,4.25,2.41,93.34,24,11.86,8.12,12.14,50.0,1500.0,0.0,100.0,5.0,383.0,0.72,99.28
